# JianYing Cloud Music Library
# AI Guidance: Use 'music_id' to reference. Sync if not available.
# Schema: identifier,title,duration_s,categories
music_id,title,duration_s,categories
7590208679716276266,广告趣味爵士美食 Indie Catchy Pop,111.0,unknown
7419443203722938394,开场紧张场景配乐类背景音乐,70.0,unknown
6770978503258015751,当你老了 (Cover 赵照),81.0,unknown
7273830962965891133,影视剧情怀旧复古 - Sad Reflection Background,139.0,unknown
7377836222939924490,影视剧情悲伤叙事  A Piantive cello,134.8,伤感
7377937470909794315,影视剧情紧张焦虑  黑暗之后的黎明,96.0,unknown
7377953638486706217,影视动作恐惧紧张  Scourge,69.0,unknown
7492240999302678538,影视搞笑喜剧恶作剧,65.63,搞怪
7377953608270940214,影视氛围史诗紧张  Rising,69.0,unknown
7378199608760485914,影视氛围悬疑紧张  Chain Of Custody,180.0,unknown
7377937174199928844,影视氛围悬疑紧张  Suspense Documentary,108.0,unknown
7378196063251482634,影视氛围悲伤叙事  Calm in the Night,151.87,伤感
7377864376453384219,影视氛围悲伤叙事  Dramatic Emotional Piano,146.0,unknown
7491907812495280138,影视氛围悲伤叙事 Love and Longing,167.0,unknown
7377854327560767529,很好吃So Tasty,98.0,unknown
7433430482703271955,心灵宁静乐章,60.0,unknown
7553853830074861622,必成之事（凤凰克2088）,191.0,unknown
6702218132586530818,忍者,60.0,unknown
6854838880475023361,忧郁,30.0,unknown
7433467131036960787,快乐旅行旋律,60.0,unknown
7491889725902555162,快乐的小美好,150.87,清新
7378206942122903615,快乐童趣活泼  Happy Day,142.93,可爱|萌宠
7378224123392575507,快乐节奏氛围  Summer Embrace,168.0,unknown
7553592663850764326,快闪 打击乐 广告,115.0,卡点
7491897838295238697,快闪卡点 响指 拍手 酷炫 愉快 打击乐,34.0,unknown
7419434036524943386,恋爱主题小清新-遇见,113.23,💘情人节
7377934428658321420,悠闲宁静温暖梦幻放松,180.0,冬天
7376171533658802214,悬疑 恐怖 侦探 剧情 电影 犯罪 惊悚 真相,122.77,影视
7376217120455477285,悲伤无力  Melancholic and Inspiring,180.0,unknown
7442427717595744283,悲伤的终章之音,60.0,unknown
7408485657583093798,惊悚史诗之战,60.0,影视
7509431836771813377,想自由(为将来的难测)_王安宇版,36.0,unknown
7503001892704897807,想自由(人和人的沟通)_王安宇版,36.2,抖音热门
7553590964759431195,愉快 轻快 放松,122.9,可爱|美食|萌宠|轻快
7274159195459651625,愉悦清新休闲日常vlog - 轻松的吹口哨,65.0,unknown
7274006056442955788,愉悦自由氛围音乐 - Up in the Clouds,229.93,夏日
7380251933944596491,感人 煽情 催泪 难过,151.0,unknown
7378223391197399051,感人温暖叙事  Where We Belong,140.0,unknown
7376159945019033612,感动 悲伤 回忆 钢琴 提琴,94.0,unknown
7378243316246775819,感性抒情氛围  Kind Soul,225.0,治愈|纯音乐|舒缓
7377896533596178468,感性抒情氛围  Soothing Light 15 minutes background music,900.0,推荐音乐
7377891919517091852,感性温馨氛围  Hope for the Future,175.0,unknown
7592079489258129462,慵懒  穿搭分享,148.03,✨最新
7377925861780293673,慵懒轻松波萨诺瓦,147.3,夏日|清新
7553582822780946483,憨状可掬-可爱 搞笑 顽皮 幽默 尖叫鸡 综艺,77.0,unknown
7444185982100768795,戏剧性电影配乐,60.0,影视
7442411785346615334,成长励志之歌,60.0,unknown
7120226098805213186,我是如此相信,60.0,unknown
6702218141260318722,我的地盘,60.0,unknown
6702218129805674497,我落泪．情绪零碎,60.0,unknown
7079023263531976706,战场（激烈的动作预告片）,88.33,游戏
7553527066014222374,战斗,111.73,国风
7378227830344058891,户外运动广告热血摇滚  極限廣告動作搖滾音樂,85.0,unknown
7553544962089175067,所念皆星河 钢琴演奏,221.0,治愈|舒缓
6703903793731340289,手写的从前,60.0,unknown
7377881326097287231,技术视野  Ambient Corporate,125.0,unknown
7380212500313638948,抒情 伤感 煽情,115.27,伤感
7491917690601457673,抒情 悠扬 舒缓 柔和 长笛 回忆Lyrical melodious,177.77,推荐音乐|舒缓
7491915172098590729,抒情 轻音乐 优美 旋律 舒缓 放松 鼓点 钢琴,220.87,治愈|清新|纯音乐|舒缓|轻快
7377876377242634259,抒情叙事氛围感  Through the Glass,129.0,unknown
7491911270162827274,抒情希望剧情钢琴,240.0,推荐音乐
7592497106133764134,抒情浪漫爵士吉他 Coffeehouse Mood Jazz Guitar,287.57,💘情人节
7491908368039249958,抒情进取氛围音乐,119.0,unknown
7553555656621836297,拂潮录 (伴奏),250.67,国风
7401479767729555457,拉多娜,209.0,unknown
7442589058284406823,拖延的_PROTRACTED,91.0,unknown
7449255628490655753,振奋的流行放克旋律,113.0,unknown
7377868252183595019,提升环境背景  Uplifting Ambient Background,156.0,unknown
7451437144558405669,揭露罪恶 (底音) - Chris Raggatt,89.0,unknown
7492249877716813875,搞笑 滑稽 沙雕,50.0,unknown
7376186121872082995,搞笑卡通诙谐幽默  Funny Quirky Latin,137.47,搞怪
7590210197202290729,搞笑幽默喜剧中国风,127.0,unknown
7274161290275522620,搞笑有趣可爱虫,90.0,unknown
7378271864047781924,搞笑滑稽搞怪,67.0,unknown
7491957320076789769,摇滚狂潮燃烧心跳,90.0,unknown
7449264916378339355,放克吉他律动,131.0,unknown
7590264599938418724,放克律动节拍 Happy Upbeat Summer Funk,102.0,unknown
7492255107469428747,放克音符的节拍火,88.0,unknown
7377870949817305107,故事情绪 强烈色彩,157.9,伤感
7378308525301696531,新年 春节 元宵节 喜庆 中国风,144.7,🧧新春
7442425054812882994,新年展望之夜,60.0,unknown
7444193936376317990,新年摇滚狂欢曲,60.0,流行
7408481225990785033,新闻传播序曲,60.0,unknown
7573577269324892169,旅游背景 Travel Background Loop,72.0,unknown
7448468105888696356,旅行,136.0,unknown
7448351306407856139,旅行的道路,200.0,unknown
7442813474307442742,无所谓你怎么想,140.0,unknown
7376345424141174820,无法言说  Words Are Not Enough  Piano,184.67,伤感
7555356664724867135,无限的沉默,209.0,unknown
7376219644744435738,时尚动感嘻哈节奏  Lowride Cruiser,186.0,unknown
7377887544996071443,时尚动感律动  Lets Play,103.0,unknown
7377913833476802572,时尚动感放克律动  Funk Caravan Main,132.0,unknown
7377857993109522444,时尚动感放克律动  Uplifting  Pops,99.0,unknown
7376228949351335974,时尚动感放克节奏  Elegant Ambient Funk,138.0,unknown
7376163573980465202,时尚动感放克节奏  Funk,168.0,动感
7376247000356833318,时尚动感节奏摇滚  Sport Rock Trap,115.0,unknown
7590235242214426667,时尚放克 Funk,136.0,unknown
7378228111722924059,时尚热情魅力绽放  Funky Dance,99.0,unknown
7274070492730329149,时尚燃烧冲击开幕 - Cyberpunk Techno Sport Action,133.2,酷炫
7376237675949082651,时尚节奏慵懒情致  Leisure Mood,128.0,unknown
7378239487698765862,时尚节奏数码科技  Perfect Sense,116.0,unknown
7274107222472427576,时尚节奏魅力绽放 - Upbeat Funk,81.0,unknown
7433380407230351423,时尚购物欢曲,60.0,unknown
7481554802057955344,时间能不能过的慢一点（抒情版）,31.0,unknown
7404852358453659685,时间都去哪儿了,230.0,unknown
7274067086976190475,时髦的驾驶 - Funky Driving,101.0,unknown
6795154632998914061,明天会更好,263.0,unknown
7442381159726434330,春之俏皮旋律,60.0,unknown
7376298242855946291,春满长桥  Spring in Long Bridge,142.13,国风
7451544567759570970,春节 普天同庆 欢快,170.9,🧧新春
7376277204059686963,春节喜庆新年热闹,62.77,🧧新春
7553853259138123817,晚风与你,90.5,治愈|舒缓
6817732868639295489,晴天,60.0,周杰伦
7120227159411296258,最伟大的作品,60.0,unknown
7492369383168346931,月亮照山川（DJ默涵片段）,14.0,unknown
7452928021358217226,有趣,85.0,unknown
7450130616636327974,有趣的,100.0,unknown
6921275958478211847,望,39.0,unknown
7590241393042655274,朝气蓬勃 Edm pop 积极阳光 时尚感轻电音 清爽活力品牌vlog配乐,170.0,unknown
7444152332356601907,未来科幻空灵曲,60.0,unknown
7378258543915796534,末日倒计时  Time Is A Path,184.0,unknown
6965840089083545614,本草綱目,60.0,unknown
7378242399590631443,杀死比尔,120.0,unknown
7377854023523682345,极简高级时尚节奏  Ambient Relax Background,195.0,unknown
7376227059830605861,极限运动  Sport Power,110.0,unknown
6702218139473545218,梦想启动,60.0,unknown
7377896513336559679,梦想启航拼搏未来,121.0,unknown
6954386844214396965,欢乐儿童 Happy Kids,142.17,萌宠
7376280060168472627,欢乐喜庆过大年  春节喜庆元旦过年热闹,123.63,🧧新春
7442428449267189769,欢乐家庭游戏曲,60.0,unknown
7274086682923190330,欢乐愉悦动感律动 - 放克乐观 - Funk Upbeat,100.0,unknown
7376303403825793075,欢乐愉悦趣味滑稽  Get Up That Feeling,137.17,搞怪
7377943910721194023,欢乐时光,105.0,旅行
7491956333886228516,欢乐音效带来好心情,164.0,unknown
7491958476358715403,欢乐音浪阵阵 Waves of joy,234.0,unknown
7449288063975163914,欢快产品,146.67,清新|纯音乐
7442376748333369381,欢快励志旋律,60.0,unknown
7216291390282696706,欢快愉悦小调（纯音乐）,87.0,unknown
7537886835235129370,欢快摇滚-Getting Some Grub,99.0,unknown
7444204514678442011,欢快旅行之声,60.0,unknown
7408489987221063689,欢快流行律动,60.0,unknown
7442352624450029595,欢快流行旋律,60.0,流行
7442290332069595145,欢快电子潮音,60.0,流行
6749776290284324866,止战之殇,60.0,unknown
6863313006202210312,毛不易《我会守在这里》,30.0,unknown
7419423058613536794,民俗传统美食广告 飘香,148.6,美食
7590287427770026047,民俗美食烟火气市井,76.23,美食
7376250195035883556,氛围紧张怀疑悲伤  深夜的雨  Chuva,200.0,unknown
7452927755211147275,永不放弃希望,344.73,纯音乐
7603694590240147472,永远不止一点（果子版）,35.23,抖音热门
7411446553787566081,没有不可能,129.9,运动
7377926328579999780,法式浪漫微醺情调  Romantic Bossa Nova02,194.73,💘情人节
7491937596432467994,活力 动感 潮流 快闪 鼓点,30.5,动感|酷炫
7433492222883399743,活力时尚 Vlog 音,60.0,夏日
7442444495344322598,活力流行节奏,60.0,unknown
7408478605305071654,活力流行节拍,40.0,unknown
7442314304593332262,活力电子流行风,60.0,unknown
7433427089217619980,活力购物欢曲,60.0,unknown
7433497191707559955,活力运动旋律,60.0,夏日|运动
7444211890210834459,流畅爵士旋律,60.0,流行
7380249095700432937,流行 欢快 滑稽,106.17,搞怪
7426462077811034151,浪漫 诙谐 生活,131.0,unknown
7491900724331563020,浪漫优雅 迷情爵士 红粉佳人,204.97,💘情人节
7592462012636219402,浪漫婚礼音乐 Romantic Wedding Piano and Strings一,263.03,💘情人节
7274051839452383244,浪漫法式小资 - Breeze on my Skin,274.37,💘情人节
7592079613595502646,深夜 静谧钢琴（深夜音乐）,189.1,✨最新
7492253514543728649,清新可爱 快乐活泼 乖乖大金毛,115.0,unknown
7442435782399412274,清新旅行之乐,60.0,unknown
7448462654048569380,温和访谈,167.0,unknown
7442428028275509299,温暖亲情乐章,60.0,亲情
7378280391302924329,温暖又催泪雨雪场景宣传钢琴与小提琴小雪冬日雪花灯火,159.0,unknown
7274063992195385400,温暖回忆钢琴叙事 - Christmas Joy,315.0,unknown
7502639687376029715,温暖家庭,182.0,unknown
7433509278257104935,温暖情感之光,60.0,unknown
7444170566934399013,温暖的家庭颂歌,60.0,unknown
7491967787276388379,温暖舒适的低保真秋季,130.0,unknown
7377943972453271563,温柔,112.8,治愈|舒缓
7491905758919362623,温柔钢琴 舒缓叙事 你的倒影,161.17,舒缓
7491903306660530195,温柔钢琴 舒缓叙事 微光,284.43,推荐音乐|治愈|纯音乐|舒缓
7442413229051103259,温馨亲情团聚时,60.0,unknown
7378210410560063525,温馨回忆旧时光  Peaceful Piano Relaxation Meditation Calm Soothing,269.27,治愈|纯音乐|舒缓
7444132157264971785,温馨夜之曲,60.0,亲情
7491955627427924004,滑稽幽默乐,93.0,unknown
7590271401138030611,滑稽探戈 古怪喜剧钢琴手风琴 轻盈轻快 幽默滑稽 三拍子,148.0,unknown
7442425569507805194,激昂挑战之音,60.0,影视
7491925146615302171,激昂节奏 IntenseRhythm,107.9,动感
7376195262698702898,火力全开  Extreme Power,145.0,unknown
